(I ==> ~H) & ~F & (I ==> ~H) & (F & I) & (F & I) & (F & I) . What is ~G ?	(I ==> ~H) & ~F & (F & I) . What is ~G ?	(I ==> ~H) & ~F & (F & I)	Contradictory
(G & F) & (B & G) & (F & A) & (B & G) & (B & G) & ~B & (F & A) & (F & A) . What is ~A ?	(G & F) & (B & G) & (F & A) & ~B . What is ~A ?	(G & F) & (B & G) & (F & A) & ~B	Contradictory
G & G . What is G ?	G . What is G ?	G	True
~E & (~E ^ J) & (~E ^ J) . What is E ?	~E & (~E ^ J) . What is E ?	~E & (~E ^ J)	False
(G ^ ~I) & (~D <=> A) & ~E & (~H ==> G) & ~E & ~D & ~E & (~D <=> A) & (~I | J) & (~D <=> A) & ~D & (~H ==> G) & (G ^ ~I) & (~H ==> G) & (G ^ ~I) & ~D . What is ~E ?	(G ^ ~I) & (~D <=> A) & ~E & (~H ==> G) & ~D & (~I | J) . What is ~E ?	(G ^ ~I) & (~D <=> A) & ~E & (~H ==> G) & ~D & (~I | J)	True
~I . What is ~I ?	~I . What is ~I ?	~I	True
(~G <=> ~I) & (~G <=> ~I) & (~A ==> ~G) & (~G <=> ~I) & (~I | ~B) & ~A & ~A & ~A . What is A ?	(~G <=> ~I) & (~A ==> ~G) & (~I | ~B) & ~A . What is A ?	(~G <=> ~I) & (~A ==> ~G) & (~I | ~B) & ~A	False
D & (I & ~B) & (I & ~B) & (C & D) & D & (C & D) & G & G & G . What is C ?	D & (I & ~B) & (C & D) & G . What is C ?	D & (I & ~B) & (C & D) & G	True
(~F <=> ~I) & (~F <=> ~I) & (~F <=> ~I) . What is H ?	(~F <=> ~I) . What is H ?	(~F <=> ~I)	Unknown HELP!
(~C & ~D) & D & D & D & (~C & ~D) & (~D ==> B) . What is E ?	(~C & ~D) & D & (~D ==> B) . What is E ?	(~C & ~D) & D & (~D ==> B)	Contradictory
~C & (D & ~G) & ~C & ~C . What is D ?	~C & (D & ~G) . What is D ?	~C & (D & ~G)	True
(A ^ ~C) & (~G ^ F) & ~G & (~D | E) & (~G ^ F) & (~G ^ F) & (~C <=> ~D) & D & D & (~C <=> ~D) & (~C <=> ~D) & ~G . What is A ?	(A ^ ~C) & (~G ^ F) & ~G & (~D | E) & (~C <=> ~D) & D . What is A ?	(A ^ ~C) & (~G ^ F) & ~G & (~D | E) & (~C <=> ~D) & D	True
(B ==> J) & ~F & ~F & (~F <=> A) . What is ~I ?	(B ==> J) & ~F & (~F <=> A) . What is ~I ?	(B ==> J) & ~F & (~F <=> A)	Unknown HELP!
(~B <=> F) & (~B <=> F) & (D ^ ~J) & (D ^ ~J) & F & (~B <=> F) & (~J <=> ~B) . What is B ?	(~B <=> F) & (D ^ ~J) & F & (~J <=> ~B) . What is B ?	(~B <=> F) & (D ^ ~J) & F & (~J <=> ~B)	False
(~C <=> ~J) & (~D & ~I) & (~D & ~I) & B & (~C <=> ~J) & (~C <=> ~J) & (~D & ~I) . What is D ?	(~C <=> ~J) & (~D & ~I) & B . What is D ?	(~C <=> ~J) & (~D & ~I) & B	False
~J & (A & ~C) & (A & ~C) . What is ~A ?	~J & (A & ~C) . What is ~A ?	~J & (A & ~C)	False
D . What is ~D ?	D . What is ~D ?	D	False
D . What is D ?	D . What is D ?	D	True
E & (~D ^ ~E) & (~E ==> ~J) & (~E ==> ~J) & E . What is D ?	E & (~D ^ ~E) & (~E ==> ~J) . What is D ?	E & (~D ^ ~E) & (~E ==> ~J)	False
~D & ~D & ~D . What is ~D ?	~D . What is ~D ?	~D	True
E & E . What is ~E ?	E . What is ~E ?	E	False
I & I & I . What is I ?	I . What is I ?	I	True
(~C ^ ~E) & I & I & (~C ^ ~E) & (~C ^ ~E) . What is I ?	(~C ^ ~E) & I . What is I ?	(~C ^ ~E) & I	True
(F & A) & (A <=> E) & (A <=> E) & (F & A) . What is ~F ?	(F & A) & (A <=> E) . What is ~F ?	(F & A) & (A <=> E)	False
I & (~H | D) & I & (~H | D) & I & (~B ^ ~I) & (D <=> ~B) & (~H | D) & (D <=> ~B) & (D <=> ~B) . What is I ?	I & (~H | D) & (~B ^ ~I) & (D <=> ~B) . What is I ?	I & (~H | D) & (~B ^ ~I) & (D <=> ~B)	True
~B & ~B & (~J & H) & (~J & H) & (~J & H) . What is J ?	~B & (~J & H) . What is J ?	~B & (~J & H)	False
(~E ^ ~F) & (~B <=> ~E) & (~E ^ ~F) & (~B <=> ~E) & (~F ^ H) . What is H ?	(~E ^ ~F) & (~B <=> ~E) & (~F ^ H) . What is H ?	(~E ^ ~F) & (~B <=> ~E) & (~F ^ H)	Unknown HELP!
(~A & F) & (F ^ I) & (~A & F) & (~A & F) . What is ~A ?	(~A & F) & (F ^ I) . What is ~A ?	(~A & F) & (F ^ I)	True
F & F & F . What is F ?	F . What is F ?	F	True
(G & ~A) & (~D <=> ~J) & (~D <=> ~J) & (~F ==> ~D) & ~J & (~D <=> ~J) & B & B . What is D ?	(G & ~A) & (~D <=> ~J) & (~F ==> ~D) & ~J & B . What is D ?	(G & ~A) & (~D <=> ~J) & (~F ==> ~D) & ~J & B	False
~F & ~F & ~F . What is ~F ?	~F . What is ~F ?	~F	True
~E & (G <=> ~B) & (~H <=> D) & (G <=> ~B) & (~H <=> D) & (~F & ~H) & D & (D ==> ~J) & (G <=> ~B) & (~F & ~H) & (~F & ~H) & D & (D ==> ~J) & D & ~E . What is H ?	~E & (G <=> ~B) & (~H <=> D) & (~F & ~H) & D & (D ==> ~J) . What is H ?	~E & (G <=> ~B) & (~H <=> D) & (~F & ~H) & D & (D ==> ~J)	False
(~E & ~F) & (~E & ~F) & (H & I) & (~E & ~F) & C & (H & I) & C & C & (C ^ G) & (~F & H) . What is ~I ?	(~E & ~F) & (H & I) & C & (C ^ G) & (~F & H) . What is ~I ?	(~E & ~F) & (H & I) & C & (C ^ G) & (~F & H)	False
(~E <=> C) & (~H ^ F) & ~C & (~H ^ F) & ~A & (~E <=> C) & (F | A) & (~E <=> C) & (F | A) & (F | A) . What is A ?	(~E <=> C) & (~H ^ F) & ~C & ~A & (F | A) . What is A ?	(~E <=> C) & (~H ^ F) & ~C & ~A & (F | A)	False
C & C & C . What is ~C ?	C . What is ~C ?	C	False
H & H . What is ~H ?	H . What is ~H ?	H	False
~J & (B ==> ~A) & ~J & (B ==> ~A) . What is ~J ?	~J & (B ==> ~A) . What is ~J ?	~J & (B ==> ~A)	True
~J & ~J . What is ~J ?	~J . What is ~J ?	~J	True
G & G . What is ~G ?	G . What is ~G ?	G	False
G . What is ~G ?	G . What is ~G ?	G	False
D . What is ~D ?	D . What is ~D ?	D	False
~D . What is D ?	~D . What is D ?	~D	False
 . What is D ?	 . What is D ?		Unknown HELP!
(~A ==> H) & (I ^ ~F) & (I ^ ~F) & ~I & (H ^ I) & ~I & (I ^ ~F) & ~I & (H ^ I) & (H ^ I) . What is ~F ?	(~A ==> H) & (I ^ ~F) & ~I & (H ^ I) . What is ~F ?	(~A ==> H) & (I ^ ~F) & ~I & (H ^ I)	True
(F & B) & (F & B) . What is B ?	(F & B) . What is B ?	(F & B)	True
(~F ==> ~E) & ~J & (I <=> J) & A & A & A & (~A ^ ~F) . What is ~F ?	(~F ==> ~E) & ~J & (I <=> J) & A & (~A ^ ~F) . What is ~F ?	(~F ==> ~E) & ~J & (I <=> J) & A & (~A ^ ~F)	True
(G | ~E) & (F <=> ~I) & E & (G | ~E) & (F <=> ~I) & (~B | F) & (G | ~E) & (~B | F) . What is ~J ?	(G | ~E) & (F <=> ~I) & E & (~B | F) . What is ~J ?	(G | ~E) & (F <=> ~I) & E & (~B | F)	Unknown HELP!
(A | ~J) & (I & ~G) & (A | ~J) & (A | ~J) & (~H <=> D) & (~G & A) & (~H <=> D) & (~H <=> D) & ~D & (~G & A) & ~D & ~D . What is A ?	(A | ~J) & (I & ~G) & (~H <=> D) & (~G & A) & ~D . What is A ?	(A | ~J) & (I & ~G) & (~H <=> D) & (~G & A) & ~D	True
G & (~G | ~C) & ~F & (F | H) & ~F & (~G | ~C) & ~F & (~G | ~C) . What is C ?	G & (~G | ~C) & ~F & (F | H) . What is C ?	G & (~G | ~C) & ~F & (F | H)	False
(~G ==> H) & E & (I ^ E) & A & (I ^ E) & (~G ==> H) & (C & I) & (I ^ E) & (C & I) & (C & I) . What is ~E ?	(~G ==> H) & E & (I ^ E) & A & (C & I) . What is ~E ?	(~G ==> H) & E & (I ^ E) & A & (C & I)	Contradictory
F & (D <=> F) & F & F & (D <=> F) . What is D ?	F & (D <=> F) . What is D ?	F & (D <=> F)	True
(J | D) & (D ^ ~A) & A & (J | D) & A & (D ^ ~A) & A & (J | D) & (D ^ ~A) . What is A ?	(J | D) & (D ^ ~A) & A . What is A ?	(J | D) & (D ^ ~A) & A	True
(G <=> ~D) & ~E & (J & ~H) & (~H <=> ~C) & (J & ~H) & (~H <=> ~C) & (~C | ~A) & (G <=> ~D) & (~C | ~A) . What is C ?	(G <=> ~D) & ~E & (J & ~H) & (~H <=> ~C) & (~C | ~A) . What is C ?	(G <=> ~D) & ~E & (J & ~H) & (~H <=> ~C) & (~C | ~A)	False
~J & (~D ^ ~J) & (I ==> A) & ~J & ~I & ~I & (I ==> A) & (I ==> A) & (~G & E) & (~J ==> ~G) & (~G & E) . What is ~G ?	~J & (~D ^ ~J) & (I ==> A) & ~I & (~G & E) & (~J ==> ~G) . What is ~G ?	~J & (~D ^ ~J) & (I ==> A) & ~I & (~G & E) & (~J ==> ~G)	True
C & C & C . What is C ?	C . What is C ?	C	True
(~E ^ ~F) & (H & ~E) & (H & ~E) . What is F ?	(~E ^ ~F) & (H & ~E) . What is F ?	(~E ^ ~F) & (H & ~E)	True
(~J <=> ~D) & (~D ^ ~A) & (G | ~J) & (G | ~J) & J . What is D ?	(~J <=> ~D) & (~D ^ ~A) & (G | ~J) & J . What is D ?	(~J <=> ~D) & (~D ^ ~A) & (G | ~J) & J	True
(I <=> E) & (~C | I) & ~H & (F | H) & (~C | I) & (J | ~C) . What is E ?	(I <=> E) & (~C | I) & ~H & (F | H) & (J | ~C) . What is E ?	(I <=> E) & (~C | I) & ~H & (F | H) & (J | ~C)	Unknown HELP!
(J & ~G) & ~D & G & G & ~D & G & (D ==> ~B) & (D ==> ~B) & (D ==> ~B) . What is J ?	(J & ~G) & ~D & G & (D ==> ~B) . What is J ?	(J & ~G) & ~D & G & (D ==> ~B)	Contradictory
~C & ~C & (D & G) & (D & G) & (~B ^ ~E) & (G <=> ~F) & (G <=> ~F) & ~C & (~B ^ ~E) . What is ~F ?	~C & (D & G) & (~B ^ ~E) & (G <=> ~F) . What is ~F ?	~C & (D & G) & (~B ^ ~E) & (G <=> ~F)	True
(E ==> ~F) & (~F | D) & (D <=> ~C) & (D <=> ~C) & (~F | D) & (~F | D) & (E ==> ~F) & (E ==> ~F) . What is D ?	(E ==> ~F) & (~F | D) & (D <=> ~C) . What is D ?	(E ==> ~F) & (~F | D) & (D <=> ~C)	Unknown HELP!
H & H & H . What is ~H ?	H . What is ~H ?	H	False
(F | ~G) & ~G & (~I & F) & (F | ~G) & ~G . What is G ?	(F | ~G) & ~G & (~I & F) . What is G ?	(F | ~G) & ~G & (~I & F)	False
(E & ~A) & (E & ~A) & (E & ~A) & (~A ==> ~G) & (~G | ~I) & (~A ==> ~G) & (~G | ~I) . What is G ?	(E & ~A) & (~A ==> ~G) & (~G | ~I) . What is G ?	(E & ~A) & (~A ==> ~G) & (~G | ~I)	False
A . What is ~A ?	A . What is ~A ?	A	False
(~H ^ ~J) & (G & ~B) & ~J & (G & ~B) & (~B ^ ~A) & ~A & (~B ^ ~A) & (G & ~B) . What is A ?	(~H ^ ~J) & (G & ~B) & ~J & (~B ^ ~A) & ~A . What is A ?	(~H ^ ~J) & (G & ~B) & ~J & (~B ^ ~A) & ~A	Contradictory
E & E & E . What is E ?	E . What is E ?	E	True
~D & ~D & ~D . What is ~D ?	~D . What is ~D ?	~D	True
(~C ==> ~E) & ~B & ~B & (I ^ B) & ~E & (I ^ B) & ~E & (~C ==> ~E) & (J ==> ~C) & (~C ==> ~E) & (J ==> ~C) & (J ==> ~C) . What is ~E ?	(~C ==> ~E) & ~B & (I ^ B) & ~E & (J ==> ~C) . What is ~E ?	(~C ==> ~E) & ~B & (I ^ B) & ~E & (J ==> ~C)	True
~G . What is G ?	~G . What is G ?	~G	False
(C <=> ~I) & (~I & D) & (~I & D) & (C <=> ~I) & ~I & ~I & (F ==> C) & (C <=> ~I) & (F ==> C) . What is C ?	(C <=> ~I) & (~I & D) & ~I & (F ==> C) . What is C ?	(C <=> ~I) & (~I & D) & ~I & (F ==> C)	True
~I & (F | I) & (F | I) & (D | F) & (F | I) & (D | F) & (I | ~G) & (D | F) . What is ~G ?	~I & (F | I) & (D | F) & (I | ~G) . What is ~G ?	~I & (F | I) & (D | F) & (I | ~G)	True
~C & ~A & (~G & D) & (B ^ H) & ~A & ~A & (B ^ H) & (B ^ H) & ~C & (D <=> F) & (D <=> F) . What is ~F ?	~C & ~A & (~G & D) & (B ^ H) & (D <=> F) . What is ~F ?	~C & ~A & (~G & D) & (B ^ H) & (D <=> F)	False
J & J . What is J ?	J . What is J ?	J	True
(~A & ~C) & F & (~I | J) & (~I | J) & ~E & (B | ~A) & (~C ^ G) & (~A & ~C) & (~C ^ G) . What is G ?	(~A & ~C) & F & (~I | J) & ~E & (B | ~A) & (~C ^ G) . What is G ?	(~A & ~C) & F & (~I | J) & ~E & (B | ~A) & (~C ^ G)	False
~J & A & (J <=> ~E) & ~J & (D | F) . What is J ?	~J & A & (J <=> ~E) & (D | F) . What is J ?	~J & A & (J <=> ~E) & (D | F)	False
(~D ==> ~B) & D & (I <=> C) & (C ==> ~A) & (I <=> C) & (C ==> ~A) . What is C ?	(~D ==> ~B) & D & (I <=> C) & (C ==> ~A) . What is C ?	(~D ==> ~B) & D & (I <=> C) & (C ==> ~A)	Unknown HELP!
(D | ~C) & (H ^ ~G) & ~H & ~H & ~D & ~D & ~D & (H ^ ~G) & (H ^ ~G) . What is ~C ?	(D | ~C) & (H ^ ~G) & ~H & ~D . What is ~C ?	(D | ~C) & (H ^ ~G) & ~H & ~D	True
B & (~H <=> ~I) & (~I <=> C) & (~I <=> C) & (~H <=> ~I) & (~H <=> ~I) . What is ~B ?	B & (~H <=> ~I) & (~I <=> C) . What is ~B ?	B & (~H <=> ~I) & (~I <=> C)	False
(E <=> ~I) & D & D & (~B <=> F) & ~A & (E <=> ~I) & (~B <=> F) & ~A & ~A & (F | ~D) & (F | ~D) & (F | ~D) . What is D ?	(E <=> ~I) & D & (~B <=> F) & ~A & (F | ~D) . What is D ?	(E <=> ~I) & D & (~B <=> F) & ~A & (F | ~D)	True
A & A & (~B | H) & (~E & ~D) & (~E & ~D) & (~D ^ ~G) & (~D ^ ~G) & (~D ^ ~G) . What is E ?	A & (~B | H) & (~E & ~D) & (~D ^ ~G) . What is E ?	A & (~B | H) & (~E & ~D) & (~D ^ ~G)	False
(~H ^ ~D) & (~H ^ ~D) & (~G | ~B) & B & H & H & H & B . What is B ?	(~H ^ ~D) & (~G | ~B) & B & H . What is B ?	(~H ^ ~D) & (~G | ~B) & B & H	True
(E ==> F) & (~I & ~C) & (~I & ~C) & ~C & ~F & ~F & ~F & ~C . What is F ?	(E ==> F) & (~I & ~C) & ~C & ~F . What is F ?	(E ==> F) & (~I & ~C) & ~C & ~F	False
(~I & ~A) & (~D ==> ~E) & ~F & ~F & A & (~D ==> ~E) & (~D ==> ~E) & ~F & A & A . What is ~B ?	(~I & ~A) & (~D ==> ~E) & ~F & A . What is ~B ?	(~I & ~A) & (~D ==> ~E) & ~F & A	Contradictory
F & F . What is ~F ?	F . What is ~F ?	F	False
G & (G <=> ~B) & (G <=> ~B) . What is ~G ?	G & (G <=> ~B) . What is ~G ?	G & (G <=> ~B)	False
(B <=> I) & (~G | F) & (I ^ ~H) & ~J & (B <=> I) & I & (B <=> I) & (I ^ ~H) & I & (I ^ ~H) & (~H & ~A) . What is ~A ?	(B <=> I) & (~G | F) & (I ^ ~H) & ~J & I & (~H & ~A) . What is ~A ?	(B <=> I) & (~G | F) & (I ^ ~H) & ~J & I & (~H & ~A)	Contradictory
(~A <=> ~G) & (H & ~A) & (~G & E) & (~A <=> ~G) & (~G & E) . What is ~G ?	(~A <=> ~G) & (H & ~A) & (~G & E) . What is ~G ?	(~A <=> ~G) & (H & ~A) & (~G & E)	True
(G <=> ~E) & (~F <=> ~A) & ~F & (~F <=> ~A) & (~F <=> ~A) & ~F & (~E ^ I) & (~E ^ I) & ~F & (~E ^ I) . What is G ?	(G <=> ~E) & (~F <=> ~A) & ~F & (~E ^ I) . What is G ?	(G <=> ~E) & (~F <=> ~A) & ~F & (~E ^ I)	Unknown HELP!
~I & (~B <=> A) & (~B <=> A) & ~G & ~G & ~I & (~J | ~G) & (~B <=> A) . What is ~A ?	~I & (~B <=> A) & ~G & (~J | ~G) . What is ~A ?	~I & (~B <=> A) & ~G & (~J | ~G)	Unknown HELP!
~A & ~A & (~C & ~E) & (~C & ~E) . What is E ?	~A & (~C & ~E) . What is E ?	~A & (~C & ~E)	False
B & (B <=> E) & ~F & (~F ==> ~I) & (B <=> E) & (~C <=> B) & ~F & (B <=> E) & (~C <=> B) & (~F ==> ~I) & ~F . What is C ?	B & (B <=> E) & ~F & (~F ==> ~I) & (~C <=> B) . What is C ?	B & (B <=> E) & ~F & (~F ==> ~I) & (~C <=> B)	False
I & (F & ~H) & (~J & F) & (E | C) & I & (E | C) & (~B ^ ~J) & (~J & F) & (~J & F) & (F & ~H) & (E | C) & (F & ~H) & (~B ^ ~J) & (~B ^ ~J) . What is F ?	I & (F & ~H) & (~J & F) & (E | C) & (~B ^ ~J) . What is F ?	I & (F & ~H) & (~J & F) & (E | C) & (~B ^ ~J)	True
~F & ~F & (~C <=> ~A) & A & ~F & (~F <=> ~E) & A & (~F <=> ~E) & (~D ^ ~F) & (~D ^ ~F) & (~D ^ ~F) . What is E ?	~F & (~C <=> ~A) & A & (~F <=> ~E) & (~D ^ ~F) . What is E ?	~F & (~C <=> ~A) & A & (~F <=> ~E) & (~D ^ ~F)	False
~G & (~D ^ ~B) & (~F ^ ~D) & (~D ^ ~B) & (~D ^ ~B) & ~G & (~F ^ ~D) & (I ==> ~A) & (I ==> ~A) . What is B ?	~G & (~D ^ ~B) & (~F ^ ~D) & (I ==> ~A) . What is B ?	~G & (~D ^ ~B) & (~F ^ ~D) & (I ==> ~A)	Unknown HELP!
D . What is D ?	D . What is D ?	D	True
(C <=> ~E) & I & (~H <=> B) & (~H <=> B) & I & (C <=> ~E) & (~H <=> B) & (G & D) & (C <=> ~E) & (G & D) & (B ==> G) & (G & D) & (B ==> G) . What is ~H ?	(C <=> ~E) & I & (~H <=> B) & (G & D) & (B ==> G) . What is ~H ?	(C <=> ~E) & I & (~H <=> B) & (G & D) & (B ==> G)	Unknown HELP!
F & (A <=> D) & ~E & (A <=> D) & (J <=> A) & (~C ==> B) & (~C ==> B) & (~C ==> B) . What is ~F ?	F & (A <=> D) & ~E & (J <=> A) & (~C ==> B) . What is ~F ?	F & (A <=> D) & ~E & (J <=> A) & (~C ==> B)	False
(~A & ~F) & (~D & G) & (~D & G) & (~A & ~F) & (~E & ~A) & D & (~E & ~A) & D & (~H | ~E) . What is ~F ?	(~A & ~F) & (~D & G) & (~E & ~A) & D & (~H | ~E) . What is ~F ?	(~A & ~F) & (~D & G) & (~E & ~A) & D & (~H | ~E)	Contradictory
(A & ~B) & (A & ~B) & (G ==> C) & (C <=> A) & B . What is ~G ?	(A & ~B) & (G ==> C) & (C <=> A) & B . What is ~G ?	(A & ~B) & (G ==> C) & (C <=> A) & B	Contradictory
(~J & B) & (~J & B) & (~J & B) . What is ~B ?	(~J & B) . What is ~B ?	(~J & B)	False
(~C & D) & (~G | ~F) & (H <=> B) & (~F & ~C) & ~F & ~F & (~F & ~C) & (~G | ~F) & (~G | ~F) & ~B . What is F ?	(~C & D) & (~G | ~F) & (H <=> B) & (~F & ~C) & ~F & ~B . What is F ?	(~C & D) & (~G | ~F) & (H <=> B) & (~F & ~C) & ~F & ~B	False
(~C ^ H) & B & B & B . What is ~B ?	(~C ^ H) & B . What is ~B ?	(~C ^ H) & B	False
H & H & H . What is H ?	H . What is H ?	H	True
(~A ^ ~G) & (H ^ ~A) & G . What is G ?	(~A ^ ~G) & (H ^ ~A) & G . What is G ?	(~A ^ ~G) & (H ^ ~A) & G	True
~B & (H ^ ~B) & (H ^ ~B) & (H ^ ~B) . What is H ?	~B & (H ^ ~B) . What is H ?	~B & (H ^ ~B)	False
~J & ~J . What is ~J ?	~J . What is ~J ?	~J	True
(~G & C) & (~G & C) . What is ~C ?	(~G & C) . What is ~C ?	(~G & C)	False
(C ==> ~F) & (C ==> ~F) & (D | C) & (D | C) & D & D & (~F ==> A) & (~F ==> A) . What is D ?	(C ==> ~F) & (D | C) & D & (~F ==> A) . What is D ?	(C ==> ~F) & (D | C) & D & (~F ==> A)	True
(~C ==> J) & (~D ==> ~C) & ~A & (G ^ ~D) & (~D ==> ~C) & (~D ==> ~C) & G & (I ==> ~H) & G & (~C ==> J) & (~C ==> J) & ~A & ~A . What is C ?	(~C ==> J) & (~D ==> ~C) & ~A & (G ^ ~D) & G & (I ==> ~H) . What is C ?	(~C ==> J) & (~D ==> ~C) & ~A & (G ^ ~D) & G & (I ==> ~H)	Unknown HELP!
(B & F) & ~J & I & (B & F) & (~I ^ G) & (F ^ ~J) & ~J & ~J & (B & F) & (~J <=> ~A) & (~I ^ G) . What is E ?	(B & F) & ~J & I & (~I ^ G) & (F ^ ~J) & (~J <=> ~A) . What is E ?	(B & F) & ~J & I & (~I ^ G) & (F ^ ~J) & (~J <=> ~A)	Contradictory
~I & (~A ==> ~E) & (~I ==> ~C) & J & (~J ^ ~A) & (B | ~J) & (~A ==> ~E) & ~I & (~J ^ ~A) & (B | ~J) & (~A ==> ~E) . What is ~E ?	~I & (~A ==> ~E) & (~I ==> ~C) & J & (~J ^ ~A) & (B | ~J) . What is ~E ?	~I & (~A ==> ~E) & (~I ==> ~C) & J & (~J ^ ~A) & (B | ~J)	True
~D & (~B ==> ~H) & ~D . What is D ?	~D & (~B ==> ~H) . What is D ?	~D & (~B ==> ~H)	False
(D & ~E) & (D & ~E) & (A | ~J) & (~J | D) & (D & ~E) & (A | ~J) & (A | ~J) . What is D ?	(D & ~E) & (A | ~J) & (~J | D) . What is D ?	(D & ~E) & (A | ~J) & (~J | D)	True
(~F ^ ~E) & E & E . What is ~F ?	(~F ^ ~E) & E . What is ~F ?	(~F ^ ~E) & E	True
(H ==> ~I) & (A & F) & (H ==> ~I) & (~I & A) & (~I & A) & (C ^ B) & ~B & (H ==> ~I) & (~I & A) . What is A ?	(H ==> ~I) & (A & F) & (~I & A) & (C ^ B) & ~B . What is A ?	(H ==> ~I) & (A & F) & (~I & A) & (C ^ B) & ~B	True
A . What is A ?	A . What is A ?	A	True
~B & I & ~B & ~B & (I | D) & (~G ^ ~B) & (~G ^ ~B) & (I | D) & (~B ==> ~F) & (~F | ~C) & (~G ^ ~B) & (I | D) & (~F | ~C) . What is ~G ?	~B & I & (I | D) & (~G ^ ~B) & (~B ==> ~F) & (~F | ~C) . What is ~G ?	~B & I & (I | D) & (~G ^ ~B) & (~B ==> ~F) & (~F | ~C)	False
I . What is ~I ?	I . What is ~I ?	I	False
~C . What is ~C ?	~C . What is ~C ?	~C	True
E & (H & G) & (H & G) & E & E & (H & G) & (~D ==> ~C) . What is G ?	E & (H & G) & (~D ==> ~C) . What is G ?	E & (H & G) & (~D ==> ~C)	True
~E . What is E ?	~E . What is E ?	~E	False
~D & E & (~F ==> G) & (I ==> ~F) & (J <=> A) & (I ==> ~F) & (H & I) & (~F ==> G) & (H & I) & ~D & ~D . What is ~E ?	~D & E & (~F ==> G) & (I ==> ~F) & (J <=> A) & (H & I) . What is ~E ?	~D & E & (~F ==> G) & (I ==> ~F) & (J <=> A) & (H & I)	False
J & (~H <=> G) & (~H <=> G) & ~G & (~H <=> G) & (~C <=> ~J) & J & (~C <=> ~J) & (~C <=> ~J) . What is ~C ?	J & (~H <=> G) & ~G & (~C <=> ~J) . What is ~C ?	J & (~H <=> G) & ~G & (~C <=> ~J)	False
(E & J) & (~B & ~D) & C & (E & J) & (E & J) & (~B & ~D) & (~B & ~D) & (~A & E) & (~A & E) & (~A & E) . What is ~E ?	(E & J) & (~B & ~D) & C & (~A & E) . What is ~E ?	(E & J) & (~B & ~D) & C & (~A & E)	False
